time,ask_id,bid_id,quantity,price
5289.0,46,3,37,99.4235515152
5290.0,18,3,86,99.432275919
5291.0,34,38,56,99.4357250431
5292.0,17,32,88,99.1345169151
5293.0,14,8,82,99.1422413735
5294.0,20,20,126,99.0446511462
5295.0,9,10,97,99.4554277932
5296.0,7,32,93,99.0604825838
5297.0,30,9,64,99.2809511661
5298.0,21,12,66,99.2954991501
5299.0,6,9,55,99.0441672628
5300.0,31,19,62,99.0437190758
5301.0,30,22,75,99.1436215902
5302.0,10,41,94,99.0433276132
5303.0,3,25,20,99.1157149228
5304.0,18,3,92,99.2220327361
5305.0,30,35,133,99.4462359626
5306.0,49,41,90,99.0433276132
5307.0,46,41,61,99.0433276132
5308.0,49,36,35,99.1653815268
5309.0,31,33,71,99.200264062
5310.0,20,30,55,99.0922871405
5311.0,9,6,106,99.2812489273
5312.0,7,34,72,99.3581138014
5313.0,38,43,34,99.2084052839
5314.0,41,48,45,99.0425898038
5315.0,1,8,93,99.2223167115
5316.0,43,25,75,99.1297320956
5317.0,20,40,109,99.0413921934
5318.0,45,24,92,99.1742938907
5319.0,36,25,99,99.1416378731
5320.0,20,41,105,99.1934192523
5321.0,45,16,87,99.245296351
5322.0,15,23,120,99.0390663629
5323.0,30,13,39,99.3397320246
5324.0,24,31,73,99.3529187436
5325.0,34,28,72,99.1373756515
5326.0,7,20,68,99.2455654474
5327.0,18,29,39,99.4193353252
5328.0,1,40,95,99.4565631529
5329.0,36,19,40,99.2653879777
5330.0,1,18,150,99.4673022469
5331.0,16,14,97,99.2956572643
5332.0,33,48,35,99.2950149137
5333.0,24,6,54,99.3735668702
5334.0,32,3,64,99.4625912684
5335.0,1,11,56,99.2354005985
5336.0,7,46,33,99.267191579
5337.0,18,10,144,99.4463522224
5338.0,24,15,77,99.4198793518
5339.0,49,7,40,99.4661078407
5340.0,11,46,131,99.4920843982
5341.0,11,0,55,99.3747833544
5342.0,23,11,134,99.2348407902
5343.0,36,22,119,99.4067997554
5344.0,4,31,33,99.4735148755
5345.0,13,24,75,99.4922124327
5346.0,15,27,42,99.167044798
5347.0,11,35,46,99.155836124
5348.0,22,17,91,99.2198216724
5349.0,17,5,90,99.1034012609
5350.0,35,19,58,99.1909024392
5351.0,16,17,70,99.2687462712
5352.0,31,39,84,99.2311124991
5353.0,24,30,60,99.1897026866
5354.0,22,21,81,99.3160437795
5355.0,32,8,28,99.4376507057
5356.0,12,48,28,99.3481258563
5357.0,22,21,75,99.3160437795
5358.0,44,43,115,99.4472584118
5359.0,34,20,66,99.4924098902
5360.0,33,45,80,99.4249134736
5361.0,18,28,79,99.373997006
5362.0,41,8,49,99.2898140526
5363.0,14,13,80,99.4926637927
5364.0,0,31,62,99.2638052393
5365.0,6,26,121,99.4927139668
5366.0,23,47,54,99.2951112196
5367.0,29,42,75,99.4928261657
5368.0,20,19,63,99.2658717231
5369.0,25,11,68,99.3624846173
5370.0,32,13,196,99.3345103221
5371.0,25,17,99,99.4930798829
5372.0,39,12,98,99.2072201481
5373.0,23,17,148,99.4511963115
5374.0,24,18,71,99.4020353787
5375.0,31,25,62,99.3891168541
5376.0,44,19,46,99.4158211769
5377.0,43,11,93,99.2159498821
5378.0,4,42,48,99.1572267343
5379.0,39,8,57,99.3497777794
5380.0,37,36,54,99.3530930516
5381.0,22,40,76,99.3680499064
5382.0,11,28,78,99.4931894754
5383.0,11,22,50,99.4931894754
5384.0,0,48,41,99.4781512858
5385.0,44,4,102,99.2874958579
5386.0,16,25,33,99.3792417857
5387.0,13,22,18,99.3015289896
5388.0,18,10,92,99.3846971084
5389.0,47,27,76,99.2934779841
5390.0,11,35,92,99.1836753889
5391.0,28,48,85,99.1329269201
5392.0,33,36,119,99.2796399355
5393.0,20,0,74,99.4935914453
5394.0,21,17,48,99.3402949154
5395.0,38,40,62,99.1617343895
5396.0,5,28,57,99.3400045097
5397.0,23,0,59,99.4280203928
5398.0,2,18,58,99.4937002956
5399.0,16,5,55,99.445120904
5400.0,23,27,62,99.1462700602
5401.0,19,11,40,99.2894247607
5402.0,42,47,61,99.1143527552
5403.0,27,47,37,99.1143527552
5404.0,47,45,87,99.108301493
5405.0,21,45,85,99.108301493
5406.0,15,0,72,99.4695449051
5407.0,9,10,60,99.1047035508
5408.0,17,22,34,99.3181965223
5409.0,34,22,49,99.3181965223
5410.0,18,38,86,99.1070529853
5411.0,41,6,53,99.2855902903
5412.0,12,3,69,99.3675857848
5413.0,12,19,41,99.3341709975
5414.0,30,7,141,99.2451794763
5415.0,36,30,94,99.1746747228
5416.0,41,33,49,99.1897791931
5417.0,26,35,66,99.279774501
5418.0,12,22,28,99.0834593499
5419.0,9,18,120,99.0804748444
5420.0,9,3,88,99.4309344712
5421.0,5,37,69,99.3881918166
5422.0,40,26,114,99.4940466988
5423.0,0,22,73,99.4299204918
5424.0,12,49,75,99.4941573508
5425.0,43,46,28,99.3867665349
5426.0,22,47,125,99.355048749
5427.0,11,48,51,99.272039789
5428.0,22,35,108,99.0778394622
5429.0,47,9,56,99.0761907346
5430.0,34,37,48,99.0760537611
5431.0,49,25,40,99.0759078071
5432.0,20,18,76,99.2251112729
5433.0,47,48,40,99.0751737486
5434.0,33,14,44,99.4549680449
5435.0,32,38,76,99.3524517676
5436.0,24,10,62,99.3785324422
5437.0,45,6,67,99.3664443923
5438.0,27,35,62,99.4943676877
5439.0,27,45,116,99.0748398421
5440.0,47,4,33,99.0744332629
5441.0,14,4,55,99.0698026276
5442.0,11,28,81,99.092317548
5443.0,30,0,106,99.2482027042
5444.0,40,39,63,99.2109953303
5445.0,45,28,139,99.0638920554
5446.0,36,3,107,99.1916904457
5447.0,16,0,43,99.0884916984
5448.0,1,6,39,99.1478565291
5449.0,47,1,45,99.0585648703
5450.0,47,21,81,99.3582333309
5451.0,15,47,34,99.1632864872
5452.0,29,35,44,99.2119205205
5453.0,38,35,52,99.3617058658
5454.0,20,7,38,99.3545752471
5455.0,26,43,25,99.1899851618
5456.0,12,47,67,99.3386407197
5457.0,44,16,44,99.2095056082
5458.0,34,14,59,99.2156587504
5459.0,16,13,66,99.208497951
5460.0,24,2,88,99.3538092478
5461.0,23,26,42,99.3672263277
5462.0,38,15,115,99.3981863843
5463.0,22,25,55,99.3699850512
5464.0,43,42,77,99.2087658023
5465.0,5,21,53,99.1148479203
5466.0,31,13,72,99.4200311016
5467.0,8,16,28,99.2750051639
5468.0,4,46,91,99.4504726
5469.0,30,46,90,99.1066610115
5470.0,30,1,125,99.1066610115
5471.0,33,20,53,99.0568484091
5472.0,21,23,110,99.0561405671
5473.0,46,9,101,99.2663567324
5474.0,3,27,44,99.0721976967
5475.0,44,36,145,99.2768088963
5476.0,4,5,43,99.1631077921
5477.0,30,2,121,99.0450307959
5478.0,27,7,63,99.3320084593
5479.0,14,35,64,99.2009076231
5480.0,40,1,42,99.051546268
5481.0,11,27,40,99.0809825929
5482.0,9,24,90,99.0452036012
5483.0,23,0,136,99.1837235647
5484.0,8,3,109,99.1212446983
5485.0,33,35,163,99.2490960759
5486.0,0,0,77,99.1484397927
5487.0,19,5,48,99.2614833382
5488.0,40,48,36,99.278275888
5489.0,4,46,83,99.0387489466
5490.0,3,16,69,99.2981286166
5491.0,2,34,81,99.175001078
5492.0,12,37,98,99.2575609849
5493.0,37,31,126,99.1275623417
5494.0,25,26,60,99.0383942845
5495.0,5,14,127,99.1647482337
5496.0,45,29,61,99.2256811427
5497.0,22,37,75,99.1012422812
5498.0,23,19,44,99.400743576
5499.0,44,12,76,99.4428132552
5500.0,44,24,91,99.4659328384
5501.0,40,32,125,99.0965349445
5502.0,39,32,39,99.0965349445
5503.0,15,1,69,99.0831272705
5504.0,16,12,84,99.0433076809
5505.0,3,24,104,99.1363910126
5506.0,31,16,53,99.1097464257
5507.0,49,39,46,99.0372363877
5508.0,17,23,57,99.0370861495
5509.0,31,18,86,99.2605112856
5510.0,40,26,177,99.0360888998
5511.0,18,29,60,99.139627213
5512.0,18,8,119,99.139627213
5513.0,25,15,35,99.1876772924
5514.0,0,19,70,99.0356139183
5515.0,24,33,136,99.0350909904
5516.0,11,6,60,99.0347316821
5517.0,6,25,133,99.0343766352
5518.0,26,17,39,99.1167535298
5519.0,35,26,68,99.1604414582
5520.0,17,6,56,99.2163626172
5521.0,4,35,78,99.3612052366
5522.0,44,20,103,99.0339677444
5523.0,17,2,74,99.3631330011
5524.0,9,48,54,99.1359984776
5525.0,23,31,91,99.033956309
5526.0,0,18,42,99.1103025092
5527.0,2,0,151,99.1505767433
5528.0,26,44,89,99.3962522801
5529.0,49,42,31,99.3595317271
5530.0,14,38,65,99.3657295345
5531.0,13,3,69,99.2110788404
5532.0,43,39,172,99.1111964158
5533.0,32,6,86,99.4376770841
5534.0,36,2,63,99.4390169039
5535.0,27,23,62,99.2371203112
5536.0,48,45,28,99.199567117
5537.0,24,8,128,99.3714461308
5538.0,35,10,65,99.3649200009
5539.0,35,41,50,99.1673929691
5540.0,11,25,101,99.1505911733
5541.0,9,43,39,99.1299755085
5542.0,22,34,77,99.0335090495
5543.0,37,35,101,99.0330884729
5544.0,15,45,73,99.2522795832
5545.0,22,43,246,99.0930118835
5546.0,27,24,44,99.3473006526
5547.0,33,24,68,99.1808109046
5548.0,34,16,30,99.2430381692
5549.0,6,12,103,99.4102876971
5550.0,36,27,76,99.0495590303
5551.0,42,15,85,99.1673966343
5552.0,17,41,45,99.0310812305
5553.0,2,21,98,99.0305638966
5554.0,42,6,65,99.3351474965
5555.0,24,9,83,99.4283304152
5556.0,11,11,48,99.4320977893
5557.0,17,32,37,99.2632099452
5558.0,0,16,71,99.4433416587
5559.0,32,17,93,99.4664557931
5560.0,2,19,99,99.4672299071
5561.0,27,23,55,99.2025633868
5562.0,34,31,72,99.110717088
5563.0,41,42,55,99.0841135598
5564.0,36,23,106,99.3054488217
5565.0,37,35,59,99.3751864028
5566.0,49,29,47,99.3186876654
5567.0,32,9,145,99.4775132069
5568.0,26,45,62,99.4814948764
5569.0,45,38,100,99.487824791
5570.0,42,27,45,99.404374796
5571.0,10,19,94,99.2206399813
5572.0,5,21,98,99.4944479399
5573.0,41,3,114,99.3514900212
5574.0,36,14,34,99.1803633764
5575.0,14,3,54,99.2609573095
5576.0,17,47,45,99.321205579
5577.0,38,5,99,99.2790440568
5578.0,9,20,79,99.3744406718
5579.0,49,40,59,99.2324058116
5580.0,2,18,100,99.2294980629
5581.0,14,18,75,99.4948445225
5582.0,48,24,78,99.4082648455
5583.0,42,1,59,99.1994451042
5584.0,21,22,96,99.3168675989
5585.0,5,40,31,99.3312386285
5586.0,14,5,72,99.4950534655
5587.0,33,4,58,99.4950822005
5588.0,2,28,68,99.4951052498
5589.0,8,13,47,99.398933403
5590.0,30,0,65,99.4670993874
5591.0,5,43,36,99.4952962233
5592.0,47,33,23,99.4953165193
5593.0,18,7,132,99.4333603022
5594.0,11,8,68,99.4453467952
5595.0,26,43,65,99.4294702566
5596.0,19,30,86,99.412926801
5597.0,48,44,22,99.4956217644
5598.0,43,5,93,99.2381372679
5599.0,40,13,73,99.3190272832
5600.0,40,15,68,99.3190272832
5601.0,47,39,83,99.4373094318
5602.0,30,7,71,99.2876706085
5603.0,25,27,74,99.4938059243
5604.0,49,34,60,99.3868685334
5605.0,3,11,38,99.44467507
5606.0,24,23,97,99.2745517879
5607.0,26,6,48,99.4957104267
5608.0,26,45,85,99.4957104267
5609.0,32,1,67,99.4958142041
5610.0,14,33,83,99.434062505
5611.0,47,32,48,99.4960408835
5612.0,33,2,90,99.272575544
5613.0,46,0,82,99.2037424016
5614.0,22,42,66,99.389336738
5615.0,28,12,52,99.4773848325
5616.0,47,22,61,99.4962798903
5617.0,37,37,66,99.4963561136
5618.0,27,29,34,99.4963603984
5619.0,7,41,96,99.2224594216
5620.0,11,39,64,99.2326038808
5621.0,26,39,37,99.2326038808
5622.0,0,0,54,99.4963960456
5623.0,22,27,31,99.2322300767
5624.0,38,47,56,99.237946327
5625.0,9,8,69,99.2084665684
5626.0,41,35,32,99.4040215682
5627.0,17,16,50,99.1817287795
5628.0,18,33,50,99.3000533068
5629.0,24,15,82,99.1761319966
5630.0,36,35,20,99.3353846168
5631.0,46,24,42,99.3821020068
5632.0,44,31,86,99.3025828838
5633.0,38,48,51,99.1648006484
5634.0,44,8,41,99.4301255211
5635.0,25,24,65,99.1916239096
5636.0,46,47,61,99.4676873922
5637.0,6,20,77,99.1547094968
5638.0,47,2,66,99.1414251925
5639.0,43,24,52,99.1653368827
5640.0,12,49,79,99.4904902856
5641.0,44,45,17,99.4358806634
5642.0,2,17,87,99.4964368163
5643.0,5,10,93,99.1838413928
5644.0,24,40,120,99.1343876701
5645.0,23,48,56,99.392958799
5646.0,41,4,65,99.2163351454
5647.0,16,3,59,99.2175574108
5648.0,48,17,70,99.207465625
5649.0,49,23,112,99.1268032262
5650.0,12,45,66,99.3875303659
5651.0,46,40,79,99.2668920098
5652.0,16,23,124,99.1213034272
5653.0,6,44,13,99.2168936445
5654.0,9,32,11,99.1619705551
5655.0,39,23,101,99.2936329595
5656.0,30,31,25,99.1102545342
5657.0,15,24,86,99.2871096373
5658.0,22,1,95,99.4265824963
5659.0,29,37,58,99.3077995874
5660.0,33,31,80,99.4286812931
5661.0,5,23,62,99.4347885639
5662.0,30,32,101,99.3510972634
5663.0,21,31,81,99.4218335358
5664.0,15,17,53,99.096904835
5665.0,13,12,82,99.0950356827
5666.0,44,14,147,99.3978309056
5667.0,23,14,55,99.3978309056
5668.0,18,14,153,99.3978309056
5669.0,14,41,75,99.3796023504
5670.0,46,8,58,99.4680495592
5671.0,23,18,76,99.489056124
5672.0,23,7,33,99.4966299894
5673.0,2,13,52,99.4966466904
5674.0,32,26,123,99.090584446
5675.0,28,24,61,99.0894207048
5676.0,14,0,60,99.2878913935
5677.0,9,40,65,99.1888498102
5678.0,36,20,173,99.0763925087
5679.0,34,2,52,99.2584359462
5680.0,47,34,99,99.4249510254
5681.0,25,41,45,99.0832885579
5682.0,16,31,50,99.0667333419
5683.0,20,49,33,99.3504683098
5684.0,9,0,74,99.4025249889
5685.0,5,24,65,99.3644785821
5686.0,36,30,72,99.2762625069
5687.0,40,35,64,99.435974033
5688.0,37,10,54,99.4648300866
5689.0,39,3,149,99.4966994998
5690.0,39,29,63,99.4966994998
5691.0,1,23,82,99.4967541182
5692.0,42,40,72,99.4967942024
5693.0,3,18,30,99.3440472224
5694.0,34,38,45,99.2707578121
5695.0,40,21,49,99.3646855837
5696.0,25,24,51,99.1797821241
5697.0,33,5,44,99.2599003053
5698.0,7,2,56,99.4865599224
5699.0,33,1,46,99.2914595693
5700.0,28,32,92,99.1525840146
5701.0,17,42,53,99.4313376887
5702.0,31,9,65,99.4321553032
5703.0,9,19,62,99.4345718703
5704.0,23,21,51,99.4566617754
5705.0,40,11,43,99.4969309316
5706.0,39,22,75,99.496957394
5707.0,35,32,40,99.4969667341
5708.0,47,14,72,99.4970045117
5709.0,10,47,33,99.3070149416
5710.0,44,28,90,99.4970941357
5711.0,9,33,113,99.469347971
5712.0,25,32,50,99.290875955
5713.0,13,47,156,99.4565829654
5714.0,44,8,94,99.3400783728
5715.0,43,49,55,99.29129392
5716.0,41,13,74,99.2752137643
5717.0,24,34,77,99.2834221053
5718.0,7,30,30,99.3485264135
5719.0,19,12,75,99.2439170337
5720.0,19,5,61,99.3954888334
5721.0,40,8,97,99.4794763562
5722.0,22,34,127,99.2173508091
5723.0,34,41,67,99.3187388199
5724.0,32,11,71,99.3894455881
5725.0,29,42,72,99.3847889531
5726.0,7,19,30,99.497350043
5727.0,49,38,90,99.248585726
5728.0,33,39,66,99.3950170775
5729.0,10,48,38,99.2770350209
5730.0,1,4,77,99.1929704192
5731.0,38,5,73,99.1865255145
5732.0,45,48,60,99.4976003258
5733.0,24,41,132,99.1982499451
5734.0,13,7,58,99.1608445974
5735.0,36,10,84,99.1497932173
5736.0,17,42,116,99.3869442975
5737.0,31,20,56,99.2713766644
5738.0,12,31,120,99.4947263203
5739.0,3,7,81,99.1704875654
5740.0,33,2,49,99.1391241756
5741.0,3,4,59,99.2881587058
5742.0,7,34,54,99.1240490901
5743.0,5,31,27,99.1967036837
5744.0,1,40,58,99.1208171501
5745.0,11,31,89,99.2609258311
5746.0,12,20,73,99.1915527456
5747.0,41,48,51,99.092888215
5748.0,1,33,35,99.2947540037
5749.0,47,26,66,99.1486727331
5750.0,0,22,48,99.092709973
5751.0,20,38,40,99.0886483301
5752.0,30,47,45,99.174613376
5753.0,21,47,42,99.0826341252
5754.0,22,22,78,99.1946396429
5755.0,31,16,138,99.4020077312
5756.0,20,25,47,99.4103469796
5757.0,6,15,82,99.4230786642
5758.0,33,2,76,99.4368875995
5759.0,1,33,79,99.3951254311
5760.0,44,45,63,99.2472041069
5761.0,45,19,107,99.3836183034
5762.0,33,24,106,99.452686338
5763.0,6,47,53,99.2303378093
5764.0,22,14,102,99.3208571416
5765.0,43,23,91,99.0688581971
5766.0,29,17,84,99.0630766171
5767.0,18,27,46,99.0619656292
5768.0,17,27,76,99.0619656292
5769.0,22,8,54,99.1740775653
5770.0,22,34,44,99.1740775653
5771.0,41,49,88,99.2839872287
5772.0,34,0,92,99.3055908896
5773.0,36,46,162,99.057554934
5774.0,1,36,28,99.3144466812
5775.0,47,24,93,99.3656340425
5776.0,29,21,69,99.3985008418
5777.0,6,43,61,99.3927866941
5778.0,47,1,60,99.3775452298
5779.0,12,15,118,99.183627967
5780.0,32,24,52,99.3093449659
5781.0,2,15,59,99.183627967
5782.0,24,18,57,99.4368757573
5783.0,36,24,77,99.2446428927
5784.0,38,24,40,99.4585582171
5785.0,34,49,56,99.2719670017
5786.0,49,19,83,99.2571330233
5787.0,18,28,65,99.1997357747
5788.0,33,31,111,99.1838749769
5789.0,16,0,61,99.4625753684
5790.0,30,32,47,99.4208667318
5791.0,5,12,66,99.4976798663
5792.0,43,11,114,99.4976921057
5793.0,45,47,77,99.4482213414
5794.0,42,11,51,99.4006001544
5795.0,10,9,67,99.3429632613
5796.0,8,41,85,99.2063791455
5797.0,17,18,35,99.3859173571
5798.0,42,25,31,99.1862850225
5799.0,27,7,84,99.3694093008
5800.0,5,0,67,99.3942002724
5801.0,5,31,35,99.3942002724
5802.0,41,10,76,99.2283291887
5803.0,46,33,52,99.2130779449
5804.0,8,40,70,99.2438652418
5805.0,0,31,96,99.4979764801
5806.0,25,10,90,99.4137459029
5807.0,2,39,135,99.2726794445
5808.0,40,40,34,99.2438652418
5809.0,14,33,57,99.2393634361
5810.0,12,45,77,99.3264852802
5811.0,3,36,49,99.2024020788
5812.0,16,4,59,99.3043241109
5813.0,47,5,83,99.1315324551
5814.0,32,21,110,99.4532269194
5815.0,44,17,45,99.2978758481
5816.0,9,16,19,99.3667452231
5817.0,23,8,91,99.1201783489
5818.0,2,30,136,99.1934766036
5819.0,35,37,33,99.3431632867
5820.0,23,36,91,99.116664503
5821.0,49,25,51,99.2977184828
5822.0,40,36,76,99.116664503
5823.0,29,27,50,99.1822255996
5824.0,49,42,59,99.2118270939
5825.0,18,19,195,99.4075446618
5826.0,44,34,45,99.3008161839
5827.0,47,17,85,99.2395279185
5828.0,35,20,68,99.4984339642
5829.0,15,0,57,99.1243156032
5830.0,13,26,91,99.1835738416
5831.0,0,44,61,99.3812540309
5832.0,29,45,39,99.3270734762
5833.0,17,44,47,99.2597558109
5834.0,42,47,100,99.4984963257
5835.0,27,10,45,99.4985344676
5836.0,21,46,85,99.4780032046
5837.0,20,29,57,99.3675859741
5838.0,13,26,51,99.4988231608
5839.0,17,0,120,99.4988803662
5840.0,12,46,125,99.2019099955
5841.0,13,39,44,99.4217935255
5842.0,9,30,56,99.3880751711
5843.0,32,32,53,99.4756680876
5844.0,48,1,115,99.4825260723
5845.0,6,26,79,99.2569909435
5846.0,30,14,56,99.4990714064
5847.0,18,15,44,99.1979716251
5848.0,4,20,103,99.3143330433
5849.0,39,22,94,99.1534453477
5850.0,3,29,88,99.2703630485
5851.0,42,32,108,99.4532445738
5852.0,15,30,67,99.206939112
5853.0,42,33,67,99.4532445738
5854.0,9,0,161,99.23285876
5855.0,0,43,73,99.4797312242
5856.0,25,40,32,99.3975510474
5857.0,5,44,87,99.4991755677
5858.0,33,3,102,99.0815058047
5859.0,42,32,48,99.2629790107
5860.0,26,41,27,99.2493835474
5861.0,2,15,84,99.4886717818
5862.0,21,32,97,99.2189581887
5863.0,13,44,43,99.2366621308
5864.0,2,21,74,99.4753114422
5865.0,25,16,121,99.4994187577
5866.0,35,28,101,99.1195258321
5867.0,9,38,72,99.2947780618
5868.0,44,42,68,99.1738121806
5869.0,45,49,32,99.1369636794
5870.0,18,0,67,99.3567381935
5871.0,38,32,38,99.1591556817
5872.0,20,31,93,99.1643222294
5873.0,2,39,64,99.0590032316
5874.0,1,10,197,99.3202731828
5875.0,45,44,60,99.1301369431
5876.0,41,21,85,99.355249519
5877.0,28,31,23,99.2567616392
5878.0,18,29,64,99.206616321
5879.0,0,6,69,99.0542504698
5880.0,44,28,89,99.2895106821
5881.0,21,45,24,99.2594596689
5882.0,44,6,42,99.2895106821
5883.0,47,34,77,99.181361908
5884.0,45,13,70,99.2414121365
5885.0,48,13,63,99.2680786124
5886.0,45,39,50,99.3184356601
5887.0,19,31,68,99.4387711681
5888.0,14,35,88,99.4452280067
5889.0,42,16,72,99.3671765453
5890.0,28,44,72,99.4370913994
5891.0,34,44,121,99.49959791
5892.0,1,44,83,99.4996233153
5893.0,26,10,116,99.1187374771
5894.0,35,7,49,99.1011469993
5895.0,9,21,131,99.4154314597
5896.0,37,44,86,99.4688896841
5897.0,18,44,49,99.499630382
5898.0,34,3,131,99.3358185253
5899.0,19,38,50,99.1760951923
5900.0,1,19,83,99.2810372897
5901.0,12,33,134,99.216168988
5902.0,30,0,92,99.3516735805
5903.0,7,27,43,99.3693613851
5904.0,35,15,57,99.2088011706
5905.0,23,2,103,99.2539985417
5906.0,6,4,61,99.1173693171
5907.0,4,16,50,99.0847847848
5908.0,6,7,46,99.0934384731
5909.0,11,45,62,99.3382138744
5910.0,44,26,42,99.0493285034
5911.0,39,41,43,99.1677945843
5912.0,35,13,53,99.0483974539
5913.0,31,26,51,99.0912161879
5914.0,12,40,76,99.2354393705
5915.0,18,40,85,99.2311990527
5916.0,25,43,61,99.3094437655
5917.0,11,17,62,99.3382138744
5918.0,29,10,80,99.1852575421
5919.0,18,10,56,99.1852575421
5920.0,12,9,82,99.2351532814
5921.0,4,40,38,99.3075486896
5922.0,39,10,80,99.2186685969
5923.0,32,16,64,99.2114700313
5924.0,11,19,109,99.1581723562
5925.0,13,40,80,99.204092089
5926.0,32,48,70,99.3726636599
5927.0,9,42,72,99.2408205437
5928.0,44,46,40,99.2108822804
5929.0,43,11,54,99.1622693232
5930.0,35,14,60,99.2295746073
5931.0,17,17,142,99.4129730626
5932.0,19,40,43,99.2708150449
5933.0,37,14,46,99.3578087203
5934.0,0,37,78,99.1463812112
5935.0,25,2,104,99.3520012565
5936.0,43,22,71,99.453104024
5937.0,11,42,64,99.4169180788
5938.0,2,44,73,99.3158236704
5939.0,30,2,87,99.1943358248
5940.0,43,16,41,99.4677358248
5941.0,16,29,166,99.1369017083
5942.0,48,17,50,99.1293344156
5943.0,36,24,78,99.1407635403
5944.0,8,45,112,99.1092067643
5945.0,38,32,44,99.2924866799
5946.0,34,45,54,99.1092067643
5947.0,32,36,138,99.0823720664
5948.0,17,40,37,99.0730777836
5949.0,25,43,48,99.1563772784
5950.0,27,25,78,99.063545208
5951.0,2,31,134,99.0730562488
5952.0,1,47,62,99.3600524824
5953.0,8,0,55,99.2061794927
5954.0,15,25,68,99.3747514863
5955.0,13,35,66,99.4272887053
5956.0,32,7,183,99.485491283
5957.0,30,37,107,99.1390847411
5958.0,1,12,34,99.1996399284
5959.0,17,24,139,99.0530617277
5960.0,19,22,26,99.1510699471
5961.0,45,19,102,99.0466888037
5962.0,28,44,69,99.2600025051
5963.0,10,26,58,99.1931065719
5964.0,5,37,65,99.2463199163
5965.0,3,35,68,99.1951301496
5966.0,35,20,107,99.2796407146
5967.0,14,28,48,99.2753344266
5968.0,25,43,116,99.0581416903
5969.0,37,19,44,99.3005796785
5970.0,29,20,115,99.2081512856
5971.0,32,22,54,99.2517869188
5972.0,20,29,47,99.3628005734
5973.0,12,0,95,99.4450119789
5974.0,47,34,55,99.3369070956
5975.0,36,5,118,99.4551813255
5976.0,19,21,54,99.104628875
5977.0,1,13,148,99.0881388336
5978.0,47,20,35,99.1082697354
5979.0,31,21,48,99.0598315276
5980.0,23,46,49,99.1045771166
5981.0,45,1,126,99.0741349583
5982.0,18,2,49,99.0387685455
5983.0,27,9,79,99.2553708966
5984.0,10,4,85,99.0655425299
5985.0,21,25,156,99.0359710626
5986.0,29,9,43,99.2611903503
5987.0,17,26,57,99.2790346553
5988.0,37,48,55,99.3380365094
5989.0,15,44,50,99.303756831
5990.0,48,15,103,99.1108472281
5991.0,26,6,57,99.2320302058
5992.0,34,34,59,99.3972076952
5993.0,17,25,65,99.0359710626
5994.0,3,34,28,99.1653181191
5995.0,6,43,65,99.0348498228
5996.0,16,29,99,99.1735032444
5997.0,37,35,71,99.0329195327
5998.0,10,11,62,99.0520240123
5999.0,32,24,58,99.0319639923
6000.0,19,28,73,99.3474385647
6001.0,9,13,52,99.07306206
6002.0,27,13,41,99.07306206
6003.0,40,16,91,99.0311851855
6004.0,35,2,36,99.0308191694
6005.0,11,32,49,99.0305181652
6006.0,1,24,66,99.1393771416
6007.0,18,3,66,99.2057488058
6008.0,34,7,37,99.2083788413
6009.0,5,19,47,99.2326033476
6010.0,35,43,48,99.2014548856
6011.0,42,11,46,99.2129806984
6012.0,3,1,53,99.2665786092
6013.0,30,21,101,99.2111540969
6014.0,49,44,59,99.3261240177
6015.0,18,11,61,99.1710531687
6016.0,30,32,69,99.2033733975
6017.0,0,1,54,99.3608556865
6018.0,48,11,76,99.1368259869
6019.0,35,5,48,99.0301365409
6020.0,45,38,64,99.3254209272
6021.0,24,18,125,99.3673425848
6022.0,10,8,69,99.1226380584
6023.0,23,39,72,99.1894557992
6024.0,45,25,95,99.276436313
6025.0,42,30,78,99.1187596885
6026.0,44,35,57,99.1888250924
6027.0,14,5,99,99.0297618571
6028.0,5,39,81,99.0297313132
6029.0,11,17,60,99.0293508593
6030.0,7,42,50,99.2765687076
6031.0,48,49,27,99.3766250597
6032.0,10,11,37,99.3240451596
6033.0,43,5,80,99.1793253408
6034.0,41,7,133,99.2017336179
6035.0,45,5,121,99.0394705053
6036.0,38,17,56,99.0319489623
6037.0,3,20,26,99.1523545593
6038.0,48,15,47,99.0438971661
6039.0,6,46,36,99.3543408704
6040.0,6,6,47,99.3543408704
6041.0,21,35,84,99.0290754921
6042.0,43,6,105,99.0288132824
6043.0,28,44,61,99.1222846885
6044.0,27,40,58,99.1028020664
6045.0,24,4,59,99.1718510548
6046.0,5,47,167,99.4075254266
6047.0,39,30,50,99.2930916426
6048.0,21,48,50,99.0651042792
6049.0,5,44,48,99.2418912339
6050.0,14,37,47,99.16831401
6051.0,24,27,140,99.1138625397
6052.0,33,4,42,99.4147830734
6053.0,43,10,27,99.2497665593
6054.0,10,40,49,99.2551589551
6055.0,27,33,94,99.0277088379
6056.0,35,14,85,99.3436032224
6057.0,49,28,58,99.3794587875
6058.0,23,22,91,99.3838196517
6059.0,42,17,101,99.4261685442
6060.0,45,14,71,99.4283440987
6061.0,1,49,83,99.3292761609
6062.0,42,5,92,99.4346308521
6063.0,25,4,125,99.4451050268
6064.0,45,16,89,99.4471301324
6065.0,31,23,66,99.4485167769
6066.0,10,39,61,99.359132064
6067.0,4,7,39,99.2107345032
6068.0,31,27,88,99.4485167769
